OID_,FID_BLM_AK,OBJECTID,AGENCY_NAM,ADMIN_AGEN,ADMIN_UNIT,ADMIN_UN_1,ADMIN_DEPT,ADMIN_DE_1,ADMIN_ST,Date_Proce,Shape_Leng,Shape_Area,FID_19a_wc,FID_Subuni,Region,UnitSub,SubLabel,SubLetter,Shape_Le_1,Shape_Ar_1,SqMi,FID_19Awca,Id,sqMi_1,Name,sqMi_calc
724,249635,249636,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,8136.646260679999614,1979297.679999999934807,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.175318172965000
725,249636,249637,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,7414.992942679999942,2444321.645000000018626,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.216352540596000
726,249637,249638,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,7877.377191890000176,1161325.794999999925494,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.102830303509000
727,249638,249639,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,5427.647955739999816,770642.715000999975018,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.068128386297500
728,249639,249640,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,4958.442761109999992,1637598.830000000074506,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.144733358543000
729,249640,249641,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,21023.664234100000613,6068816.695000000298023,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.536985293717000
730,249641,249642,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,4917.882895069999904,1201579.185000000055879,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.106309578848000
731,249642,249643,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,11652.151273400000719,1132782.429999999934807,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.100053637427000
732,249643,249644,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,5647.240391000000272,991910.640001000021584,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.087804975195200
733,249644,249645,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,14427.471311200000855,866986.594996999949217,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.076375163477500
734,249648,249649,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,2781.116973780000080,98660.789999999993597,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.008705132780100
735,249649,249650,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,24284.480474100000720,1070233.675000000046566,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.094275758382400
736,249650,249651,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,122615.825114999999641,56126624.070000000298023,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,4.917705285550000
737,249658,249659,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,1198.527996860000030,31083.410000299998501,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.002644742868890
738,249659,249660,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,18202.681820599998900,885902.319999999948777,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.075700484254600
739,249660,249661,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,907.072589608977523,14034.024999499999467,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.001198518528110
740,249661,249662,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,57320.657602799998131,2256335.735009999945760,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.192364612798000
741,249676,249677,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,445.936619040484459,9043.010000090000176,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.000799416451622
742,249677,249678,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,9234.231408309999097,4651041.429990000091493,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.411017847168000
743,249678,249679,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,330.955940493446860,6608.005000140000448,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.000585193853145
744,249679,249680,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,2737.267448059999879,192236.080000999994809,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.017003821169400
745,249680,249681,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,110.027415975406910,270.420000047162148,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.000023901514289
746,249681,249682,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,2235.968808170000102,142498.390000000013970,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.012617340588700
747,249682,249683,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,4269.307003969999641,963376.414997000014409,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.085078130107600
748,249683,249684,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,3855.847632460000113,1021998.055000000051223,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.090225576295000
749,249684,249685,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,3135.447608099999798,701464.370001000002958,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.062360845389000
750,249685,249686,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,3160.763838349999787,414818.139999000006355,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.036808590438200
751,249686,249687,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,3540.426419089999854,485189.579995999985840,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.042850068928700
752,249687,249688,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,6058.068946639999922,783692.890000000013970,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.069452818756400
753,249688,249689,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,5858.729095699999561,509504.539999999979045,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.045163888172400
754,249689,249690,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,16427.843226799999684,8119142.515010000206530,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.718600188395000
755,249690,249691,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,6330.722931020000033,1468792.169999999925494,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.129997255437000
756,249691,249692,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,7422.910696259999895,1691910.280000000027940,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.149940526051000
757,249692,249693,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,13121.813450400000875,5634364.250000000000000,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.499789977858000
758,249693,249694,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,5950.024944089999735,1280787.844999999972060,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.113580712791000
759,249694,249695,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,15442.142592899999727,5086197.469999999739230,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.450945737396000
760,249695,249696,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,5564.910378100000344,852924.084999999962747,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.068420647356700
761,249696,249697,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,1751.188086200000043,127659.039999000000535,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.011313070836400
762,249697,249698,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,3406.309331779999866,495782.784999999974389,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.043947023322500
763,249713,249714,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,6046.322976909999852,1589488.635000000009313,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.139705389639000
764,249714,249715,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,6782.301438440000311,2270112.669999999925494,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.199280422494000
765,249715,249716,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,4423.373116689999733,1024396.079999999958090,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.090065361167000
766,249717,249718,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,10517.649863200000254,1778345.715000000083819,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.156427008191000
767,249719,249720,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,10517.110973900000317,4795773.485000000335276,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.421497825528000
768,249743,249744,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,9040.505788050000774,727834.264999000006355,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.064156181799200
769,249744,249745,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,5049.147021560000212,358181.085000000020955,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.031582865126100
770,249745,249746,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,164.262041970685317,1297.270000049999908,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.000113734209559
771,249746,249747,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,2979.466915089999929,128659.404999000005773,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.011279597662800
772,249763,249764,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,28918.372578599999542,5409107.219999999739230,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.476455093051000
773,249764,249765,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,447.351658057908537,8890.620000060000166,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.000785979947879
774,249769,249770,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,7687.341290530000151,1035612.744999999995343,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.091771803130000
775,249770,249771,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,442.463087531315978,3871.380000010000003,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.000344240414008
776,249771,249772,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,17477.527038699998229,717901.084999999962747,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.063155710467600
777,249772,249773,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,13890.217878800000108,6587512.469999999739230,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.579365955457000
778,249773,249774,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,209395.834448999987217,10340703.695000000298023,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.916015354511000
779,249774,249775,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,9165.534669880000365,605442.404999000020325,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.053368322178100
780,249775,249776,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,4467.558218080000188,370233.829999000008684,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.032576638335200
781,249776,249777,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,5670.810292109999864,798501.390001000021584,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.070248997244100
782,249777,249778,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,14541.044701299999360,944920.985008000046946,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.083864229623400
783,249778,249779,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,818.821857943736632,14476.594999400000233,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.001247213958820
784,249779,249780,Undetermined,UND,ANCSA Village,Kuskokwim Corporation,Undetermined,UND,AK,7/12/2023 0:00:00,55481.132702299997618,1363668.300000000046566,0,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,-1,0,0.0000000,19A Outside Prop WCA,0.117297934551000
785,307638,307639,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,3737.364124440000069,509623.345000999979675,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.045225244304100
786,307639,307640,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,12043.993117399999392,429155.969999000022653,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.038270336448800
787,307640,307641,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,605.206888332595099,12368.474999899999602,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.001099579903260
788,307641,307642,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,3213.806569159999981,704933.129998999997042,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.062539361120000
789,307642,307643,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,10789.042672400000811,2499020.959999999962747,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.221264062102000
790,307643,307644,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,5432.420732890000181,1731735.975000000093132,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.153761228974000
791,307644,307645,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,1160.781646079999973,62879.430000899999868,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.005605770335410
792,307645,307646,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,140.695911599327928,557.505000085085612,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.000049696248139
793,307646,307647,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,747.404034386023113,19627.469999900000403,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.001739957928250
794,307647,307648,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,2798.487901659999807,429847.510001000016928,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.037950411236400
795,307648,307649,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,8508.019573820000005,727391.540001000044867,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.064556305843000
796,307649,307650,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,7113.919942329999685,873972.354999999981374,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.077517636795600
797,307650,307651,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,1903.771598929999982,81964.919999499994447,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.007266296290670
798,307651,307652,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,1920.358525379999946,186315.795000999991316,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.016517120271400
799,307652,307653,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,7691.905335909999849,1204226.635000000009313,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.106923071804000
800,307653,307654,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,4222.584441920000245,897463.415000000037253,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.079659695440100
801,307654,307655,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,7136.000430170000072,1433027.834999999962747,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.127260549562000
802,307655,307656,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,5839.497600650000095,1906577.080000000074506,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.169239714637000
803,307656,307657,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,3793.246489040000142,910730.744999999995343,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.080515008199800
804,307657,307658,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,7803.717624029999570,2135950.160000000149012,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.189290884685000
805,307658,307659,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,4457.680028750000019,742102.124995999969542,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.065851232484400
806,307659,307660,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,19408.369531500000448,7169489.235000000335276,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.635761800271000
807,307660,307661,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,5374.392040890000317,820250.685000999947079,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.073032170626400
808,307661,307662,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,5311.191060660000403,1022989.314999999944121,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.090526751933600
809,307662,307663,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,7109.361307969999871,901978.840000999975018,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.080112686133100
810,307663,307664,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,4840.750651469999866,742120.790001000044867,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.065862008315800
811,307664,307665,Undetermined,UND,National Wildlife Refuge,Yukon Delta National Wildlife Refuge,Undetermined,UND,AK,7/12/2023 0:00:00,11132.512955199999851,1007677.604999999981374,1,21,3,19A,19A,A,996844.271403999999166,14770135694.000000000000000,5702.781274160000066,0,0,2531.3400879,19A Proposed WCA,0.089351501379300
