FID,FID_BLM_AK,SMA_ID,IWA_ID,FAU_ID,Shape_Leng,AGENCY_NAM,ADMIN_AGEN,ADMIN_UNIT,ADMIN_UN_1,ADMIN_DEPT,ADMIN_DE_1,ADMIN_TYPE,Inland_Wat,ADMIN_ST,Date_Proce,Shape_STAr,Shape_STLe,FID_Predat,REGION,EFFSTART,EFFEND,SQMI,DESC_,INT_MGT_PL,AREANAME,Shape_Le_1,Shape_Area,SQKM,STATUS,UNIT,UNIT_LABEL,TYPE,SPECIES,sqMi_calc
1440,124883,5140,5140,0,3767.612716889999774,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,635946.096554000047036,3767.612716889999774,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.2455400
1441,124884,5140,5140,0,3992.769864620000135,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,640437.618752000038512,3992.769864620000135,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.2472740
1442,124885,5140,5140,0,3112.847831890000180,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,316688.650775999994949,3112.847831890000180,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.1222740
1443,124886,5140,5140,0,2580.257788249999976,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,319244.433528999972623,2580.257788249999976,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.1232610
1444,124887,5140,5140,0,2627.761524340000051,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,323340.376302000018768,2627.761524340000051,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.1248420
1445,124888,5140,5140,0,4241.813780100000258,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,250390.272211000003153,4241.813780100000258,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.0966762
1446,124891,5140,5140,0,2598.947589450000123,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,318383.291415999992751,2598.947589450000123,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.1229280
1447,124892,5140,5140,0,2768.990202349999890,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,306382.025871000019833,2768.990202349999890,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.1182950
1448,124893,5140,5140,0,5120.777615369999694,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,647237.385750000015832,5120.777615369999694,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.2499000
1449,124894,5140,5140,0,4700.668639589999657,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,634361.752728000050411,4700.668639589999657,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.2449280
1450,124895,5140,5140,0,2772.242275220000010,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,323733.988674000022002,2772.242275220000010,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.1249940
1451,124896,5140,5140,0,2447.319812740000089,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,133495.728854999993928,2447.319812740000089,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.0515430
1452,124897,5140,5140,0,2031.707264310000028,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,190144.860194999986561,2031.707264310000028,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.0734153
1453,124898,5140,5140,0,3997.556375369999841,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,647435.553894000011496,3997.556375369999841,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.2499760
1454,124901,5140,5140,0,2450.386464419999811,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,323690.501136999984737,2450.386464419999811,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.0765472
1455,124902,2388,2388,0,2958.532590119999895,Private,PVT, , ,Private,PVT,Not Applicable,Private,AK,8/17/2021 0:00:00,313710.890346999978647,2958.532590119999895,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.1211240
1456,124903,2388,2388,0,2672.656500279999818,Private,PVT, , ,Private,PVT,Not Applicable,Private,AK,8/17/2021 0:00:00,308594.666573000024073,2672.656500279999818,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.1191490
1457,124904,5140,5140,0,3076.653107380000165,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,170295.694328999990830,3076.653107380000165,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.0657515
1458,124905,5140,5140,0,4608.886195349999980,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,477285.535294000001159,4608.886195349999980,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.1842810
1459,124906,5140,5140,0,2413.569318440000188,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,321730.970509000006132,2413.569318440000188,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.1242210
1460,124907,5140,5140,0,4335.868025009999656,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,323619.663991999987047,4335.868025009999656,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.1249500
1461,124908,5140,5140,0,3218.582828269999936,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,647414.200004999991506,3218.582828269999936,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.2499680
1462,124909,2388,2388,0,3430.161077639999803,Private,PVT, , ,Private,PVT,Not Applicable,Private,AK,8/17/2021 0:00:00,643355.036026000045240,3430.161077639999803,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.2484010
1463,124911,5140,5140,0,2365.806619429999955,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,285697.385025000025053,2365.806619429999955,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.1103080
1464,124912,5140,5140,0,1062.484127639999997,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,34875.578193699999247,1062.484127639999997,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.0134655
1465,124913,5140,5140,0,5882.875710819999767,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,455516.346535000018775,5882.875710819999767,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.1758760
1466,124914,5140,5140,0,3145.956965490000130,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,585797.807345999986865,3145.956965490000130,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.2261780
1467,124915,5140,5140,0,1198.069658180000033,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,57858.391571000000113,1198.069658180000033,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.0223392
1468,124916,5140,5140,0,1609.300042750000102,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,161863.488565000006929,1609.300042750000102,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.0624958
1469,124917,5140,5140,0,3347.841822580000098,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,485508.277766000013798,3347.841822580000098,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.1874560
1470,124918,5140,5140,0,3315.186184130000129,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,292849.764764000021387,3315.186184130000129,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.1130700
1471,124919,5140,5140,0,2910.626068040000064,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,318249.428580000007059,2910.626068040000064,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.1228770
1472,124920,5140,5140,0,4083.730040269999790,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,635916.156768999993801,4083.730040269999790,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.2455290
1473,124921,5140,5140,0,2575.475166820000140,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,449976.625064999971073,2575.475166820000140,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.1737370
1474,124922,5140,5140,0,1947.576460759999918,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,183092.766483000013977,1947.576460759999918,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.0706925
1475,124923,5140,5140,0,1934.931060330000037,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,160337.673543999990216,1934.931060330000037,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.0619067
1476,124924,5140,5140,0,4794.066397970000253,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,424709.801688999985345,4794.066397970000253,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.1590910
1477,124925,5140,5140,0,2531.612587709999843,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,323704.389308999991044,2531.612587709999843,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.1249830
1478,124926,5140,5140,0,2410.708574929999941,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,323886.776850000023842,2410.708574929999941,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.1250530
1479,124927,5140,5140,0,5844.669649739999841,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,547985.220161000033841,5844.669649739999841,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.2115780
1480,124928,5140,5140,0,3124.359187569999904,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,316178.329261999984737,3124.359187569999904,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.1220770
1481,124929,5140,5140,0,3851.467791380000108,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,323589.418896000017412,3851.467791380000108,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.1249390
1482,124930,5140,5140,0,3570.768412259999877,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,647433.823836999945343,3570.768412259999877,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.2499760
1483,124936,5140,5140,0,3514.985733649999929,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,644933.643917000037618,3514.985733649999929,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.2490100
1484,124937,5140,5140,0,266.843679389999977,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,4213.348213199999918,266.843679389999977,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.0016268
1485,124938,5140,5140,0,2446.837992750000012,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,314914.135283000010531,2446.837992750000012,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.1215890
1486,124939,5140,5140,0,3406.259342570000172,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,647522.345607999945059,3406.259342570000172,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.2500100
1487,124940,5140,5140,0,3312.449388170000020,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,484624.373306000023149,3312.449388170000020,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.1871150
1488,124941,5140,5140,0,1922.262081930000022,Alaska Native Allotment,NTVALL, , ,Alaska Native Allotment,NTVALL,Not Applicable,Alaska Native Allotment,AK,8/17/2021 0:00:00,159367.064467999996850,1922.262081930000022,69,3,11/1/2020 0:00:00,,5578.533892479999849,"19D, Kuskokwim R dra upstr Selatna, ex Black R; dnstr 4th July, Swift Fork, Slow Fork & Tonzona E of 153 10",IMP VII,Unit 19D-East Wolf Control Focus Area,714636.870928999967873,14448336452.799999237060547,14448.336451999999554,Active,19D,19D,Focus Area,W,0.0615320
